path,eye_x,eye_y,gaze_x,gaze_y,bbox_x_min,bbox_y_min,bbox_x_max,bbox_y_max,inout
p00/realsense/board_images_human/00000000.jpg,314.0,147.0,24.718163231872133,43.46277034937516,249,77,364,230,1
p00/realsense/board_images_human/00000001.jpg,314.0,149.0,11.400438571399278,48.6829538994888,249,77,364,230,1
p00/realsense/board_images_human/00000002.jpg,308.0,150.0,-4.19815972925164,49.82344282451475,249,77,364,230,1
p00/realsense/board_images_human/00000003.jpg,299.0,151.0,-18.659219247547433,46.38785980266771,249,77,364,230,1
p00/realsense/board_images_human/00000004.jpg,291.0,149.0,-28.795693129225608,40.8755190451139,249,77,364,230,1
p00/realsense/board_images_human/00000005.jpg,315.0,150.0,25.600566058066242,42.94893499851406,249,77,364,230,1
p00/realsense/board_images_human/00000006.jpg,316.0,152.0,12.12678125181665,48.5071250072666,249,77,364,230,1
p00/realsense/board_images_human/00000007.jpg,307.0,153.0,-3.7340368743569567,49.860374734060535,249,77,364,230,1
p00/realsense/board_images_human/00000008.jpg,299.0,152.0,-18.481476639401386,46.458960612859826,249,77,364,230,1
p00/realsense/board_images_human/00000009.jpg,296.0,152.0,-29.355666631998613,40.47523732593748,249,77,364,230,1
p00/realsense/board_images_human/00000010.jpg,317.0,157.0,26.71792396176924,42.262897903162255,249,77,364,230,1
p00/realsense/board_images_human/00000011.jpg,314.0,158.0,13.367828881522886,48.17988326048874,249,77,364,230,1
p00/realsense/board_images_human/00000012.jpg,294.0,155.0,-1.2852894235133514,49.98347758107477,249,77,364,230,1
p00/realsense/board_images_human/00000013.jpg,298.0,157.0,-18.43128601415615,46.4788951661329,249,77,364,230,1
p00/realsense/board_images_human/00000014.jpg,287.0,156.0,-29.193784126657114,40.592154024714475,249,77,364,230,1
p00/realsense/board_images_human/00000015.jpg,314.0,161.0,28.39015788985305,41.15821831650654,249,77,364,230,1
p00/realsense/board_images_human/00000016.jpg,309.0,161.0,15.238786355189186,47.621207359966206,249,77,364,230,1
p00/realsense/board_images_human/00000017.jpg,305.0,162.0,-2.369597229341787,49.94381852612689,249,77,364,230,1
p00/realsense/board_images_human/00000018.jpg,295.0,160.0,-18.073396089824573,46.61922729711759,249,77,364,230,1
p00/realsense/board_images_human/00000019.jpg,294.0,162.0,-30.254163376677894,39.80810970615513,249,77,364,230,1
p00/realsense/board_images_human/00000020.jpg,320.0,149.0,24.411214185403068,43.635909776173754,249,77,364,230,1
p00/realsense/board_images_human/00000021.jpg,304.0,151.0,-3.9018032187736673,49.84752683576155,249,77,364,230,1
p00/realsense/board_images_human/00000022.jpg,315.0,161.0,28.288113262092935,41.22842039262481,249,77,364,230,1
p00/realsense/board_images_human/00000023.jpg,289.0,151.0,-28.94311711292099,40.77126404451719,249,77,364,230,1
p00/realsense/board_images_human/00000024.jpg,292.0,150.0,-28.88277454209921,40.814033551589404,249,77,364,230,1
p00/realsense/board_images_human/00000025.jpg,284.0,159.0,-29.10339744175987,40.65700748145349,249,77,364,230,1
p00/realsense/board_images_human/00000026.jpg,313.0,152.0,12.42643326360474,48.43122707866463,249,77,364,230,1
p00/realsense/board_images_human/00000027.jpg,305.0,163.0,-2.3782574707724704,49.94340688622187,249,77,364,230,1
p00/realsense/board_images_human/00000028.jpg,311.0,157.0,27.232473628604296,41.9331894812137,249,77,364,230,1
p00/realsense/board_images_human/00000029.jpg,297.0,153.0,-18.250891426090128,46.55002644631976,249,77,364,230,1
p00_bis/realsense/board_images_human/00000000.jpg,314.0,155.0,25.210869860414185,43.17883788247733,242,83,368,251,1
p00_bis/realsense/board_images_human/00000001.jpg,307.0,157.0,12.422550727580015,48.432223089805625,242,83,368,251,1
p00_bis/realsense/board_images_human/00000002.jpg,301.0,157.0,-3.4233205658463315,49.88267110233226,242,83,368,251,1
p00_bis/realsense/board_images_human/00000003.jpg,292.0,159.0,-18.092712562911768,46.61173406038285,242,83,368,251,1
p00_bis/realsense/board_images_human/00000004.jpg,284.0,159.0,-28.804881927484878,40.869044240643255,242,83,368,251,1
p00_bis/realsense/board_images_human/00000005.jpg,314.0,159.0,26.37999530097888,42.47464947377827,242,83,368,251,1
p00_bis/realsense/board_images_human/00000006.jpg,308.0,162.0,13.635177314857472,48.10490556681716,242,83,368,251,1
p00_bis/realsense/board_images_human/00000007.jpg,298.0,163.0,-2.383650330959631,49.943149791535134,242,83,368,251,1
p00_bis/realsense/board_images_human/00000008.jpg,290.0,164.0,-17.719839372403293,46.75475689826893,242,83,368,251,1
p00_bis/realsense/board_images_human/00000009.jpg,284.0,164.0,-28.92934161673163,40.78103963390878,242,83,368,251,1
p00_bis/realsense/board_images_human/00000010.jpg,311.0,166.0,28.30032513462007,41.22003878303357,242,83,368,251,1
p00_bis/realsense/board_images_human/00000011.jpg,310.0,166.0,14.824444126490228,47.75181521513679,242,83,368,251,1
p00_bis/realsense/board_images_human/00000012.jpg,300.0,167.0,-1.6458142567243195,49.97290561326571,242,83,368,251,1
p00_bis/realsense/board_images_human/00000013.jpg,289.0,169.0,-17.49431208747611,46.83960978259733,242,83,368,251,1
p00_bis/realsense/board_images_human/00000014.jpg,274.0,156.0,-27.818325724429805,41.54685010791464,242,83,368,251,1
p00_bis/realsense/board_images_human/00000015.jpg,320.0,159.0,28.185546082190648,41.298607628450476,242,83,368,251,1
p00_bis/realsense/board_images_human/00000016.jpg,310.0,162.0,15.916292191121013,47.39906795377796,242,83,368,251,1
